Euler Orientation: 220, 3333333333333302, 3333333333333323
Linear Acceleration: 0, 1, 3
Magnetometer: 20, 3333333333333110, 3333333333333031

Euler Orientation: 133, 3333333333333220, 3333333333333320
Linear Acceleration: 3333333333333332, 0, 0
Magnetometer: 120, 3333333333333112, 3333333333333112

Euler Orientation: 110, 3333333333333131, 3333333333333311
Linear Acceleration: 3333333333333332, 1, 0
Magnetometer: 131, 3333333333333102, 3333333333333131

Euler Orientation: 101, 3333333333333033, 3333333333333220
Linear Acceleration: 0, 1, 1
Magnetometer: 201, 3333333333333100, 3333333333333213

Euler Orientation: 22, 3333333333333023, 3333333333333123
Linear Acceleration: 1, 1, 1
Magnetometer: 203, 3333333333333031, 3333333333333300

Euler Orientation: 13, 3333333333333022, 3333333333333020
Linear Acceleration: 1, 3333333333333333, 0
Magnetometer: 201, 3333333333333021, 3333333333333313

Euler Orientation: 20, 3333333333333013, 3333333333332312
Linear Acceleration: 1, 0, 0
Magnetometer: 132, 3333333333333021, 3333333333333332

Euler Orientation: 1, 3333333333333023, 3333333333332203
Linear Acceleration: 1, 3333333333333333, 1
Magnetometer: 112, 3333333333333013, 21

Euler Orientation: 11210, 3333333333333101, 3333333333332132
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 110, 3333333333333013, 23

Euler Orientation: 11110, 3333333333333111, 3333333333332131
Linear Acceleration: 0, 1, 2
Magnetometer: 33, 3333333333333010, 23

Euler Orientation: 11022, 3333333333333122, 3333333333332130
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 30, 3333333333333001, 23

Euler Orientation: 10311, 3333333333333211, 3333333333332131
Linear Acceleration: 3333333333333333, 0, 1
Magnetometer: 10, 3333333333332333, 20

Euler Orientation: 10222, 3333333333333210, 3333333333332132
Linear Acceleration: 0, 3333333333333333, 0
Magnetometer: 0, 3333333333332332, 12

Euler Orientation: 10201, 3333333333333201, 3333333333332133
Linear Acceleration: 1, 0, 2
Magnetometer: 1, 3333333333332331, 3

Euler Orientation: 10130, 3333333333333203, 3333333333332203
Linear Acceleration: 0, 3333333333333333, 0
Magnetometer: 3, 3333333333332332, 1

Euler Orientation: 10110, 3333333333333203, 3333333333332211
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 0, 3333333333332333, 0

Euler Orientation: 10031, 3333333333333200, 3333333333332131
Linear Acceleration: 1, 0, 3
Magnetometer: 2, 3333333333333000, 3333333333333331

Euler Orientation: 10123, 3333333333333130, 3333333333332203
Linear Acceleration: 0, 3333333333333333, 0
Magnetometer: 13, 3333333333333002, 0

Euler Orientation: 10201, 3333333333333121, 3333333333332222
Linear Acceleration: 0, 3333333333333333, 0
Magnetometer: 13, 3333333333333002, 3333333333333331

Euler Orientation: 10302, 3333333333333022, 3333333333332231
Linear Acceleration: 3333333333333333, 1, 1
Magnetometer: 30, 3333333333333003, 3333333333333330

Euler Orientation: 10321, 3333333333333012, 3333333333332300
Linear Acceleration: 0, 0, 0
Magnetometer: 112, 3333333333333021, 3333333333333330

Euler Orientation: 11002, 3333333333333010, 3333333333332301
Linear Acceleration: 0, 0, 2
Magnetometer: 120, 3333333333333023, 3333333333333330

Euler Orientation: 11020, 3333333333333002, 3333333333333000
Linear Acceleration: 1, 0, 2
Magnetometer: 130, 3333333333333100, 3333333333333321

Euler Orientation: 11033, 3333333333333000, 3333333333333113
Linear Acceleration: 0, 0, 1
Magnetometer: 132, 3333333333333112, 3333333333333313

Euler Orientation: 11121, 3333333333332332, 3333333333333321
Linear Acceleration: 0, 1, 1
Magnetometer: 201, 3333333333333131, 3333333333333301

Euler Orientation: 11211, 3333333333333011, 102
Linear Acceleration: 0, 0, 0
Magnetometer: 212, 3333333333333221, 3333333333333231

Euler Orientation: 3, 3333333333333030, 133
Linear Acceleration: 0, 0, 1
Magnetometer: 212, 3333333333333302, 3333333333333220

Euler Orientation: 23, 3333333333333111, 203
Linear Acceleration: 0, 0, 0
Magnetometer: 212, 3333333333333323, 3333333333333212

Euler Orientation: 100, 3333333333333130, 212
Linear Acceleration: 0, 0, 0
Magnetometer: 203, 1, 3333333333333203

Euler Orientation: 102, 3333333333333200, 213
Linear Acceleration: 0, 0, 0
Magnetometer: 203, 11, 3333333333333202

Euler Orientation: 102, 3333333333333133, 211
Linear Acceleration: 0, 0, 0
Magnetometer: 202, 11, 3333333333333201

Euler Orientation: 3103, 3333333333333123, 201
Linear Acceleration: 0, 1, 0
Magnetometer: 203, 10, 3333333333333202

Euler Orientation: 3030, 3333333333333102, 122
Linear Acceleration: 0, 1, 0
Magnetometer: 211, 3333333333333333, 3333333333333210

Euler Orientation: 3010, 3333333333333020, 21
Linear Acceleration: 0, 3, 0
Magnetometer: 213, 3333333333333313, 3333333333333221

Euler Orientation: 2313, 3333333333333011, 3333333333333221
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 213, 3333333333333222, 3333333333333233

Euler Orientation: 2223, 3333333333333020, 3333333333333112
Linear Acceleration: 0, 0, 0
Magnetometer: 202, 3333333333333200, 3333333333333302

Euler Orientation: 2202, 3333333333333032, 3333333333333011
Linear Acceleration: 1, 0, 0
Magnetometer: 131, 3333333333333113, 3333333333333310

Euler Orientation: 2111, 3333333333333103, 3333333333332331
Linear Acceleration: 1, 0, 0
Magnetometer: 111, 3333333333333031, 3333333333333320

Euler Orientation: 2013, 3333333333333210, 3333333333332321
Linear Acceleration: 3333333333333333, 3333333333333333, 3333333333333333
Magnetometer: 21, 3333333333333021, 3333333333333313

Euler Orientation: 2020, 3333333333333203, 3333333333332303
Linear Acceleration: 0, 3333333333333333, 0
Magnetometer: 13, 3333333333333021, 3333333333333323

Euler Orientation: 2033, 3333333333333122, 3333333333332231
Linear Acceleration: 0, 1, 0
Magnetometer: 23, 3333333333333023, 3333333333333333

Euler Orientation: 2011, 3333333333333123, 3333333333332200
Linear Acceleration: 0, 0, 2
Magnetometer: 32, 3333333333333030, 0

Euler Orientation: 2002, 3333333333333202, 3333333333332132
Linear Acceleration: 0, 3333333333333332, 0
Magnetometer: 13, 3333333333333030, 12

Euler Orientation: 2010, 3333333333333202, 3333333333332202
Linear Acceleration: 0, 3333333333333333, 0
Magnetometer: 12, 3333333333333023, 11

Euler Orientation: 2011, 3333333333333131, 3333333333332200
Linear Acceleration: 0, 0, 0
Magnetometer: 21, 3333333333333023, 10

Euler Orientation: 2001, 3333333333333201, 3333333333332200
Linear Acceleration: 0, 0, 1
Magnetometer: 21, 3333333333333030, 10

Euler Orientation: 1333, 3333333333333200, 3333333333332133
Linear Acceleration: 0, 0, 1
Magnetometer: 20, 3333333333333023, 3

Euler Orientation: 2010, 3333333333333122, 3333333333332202
Linear Acceleration: 0, 0, 0
Magnetometer: 23, 3333333333333030, 3

Euler Orientation: 2010, 3333333333333112, 3333333333332212
Linear Acceleration: 0, 1, 1
Magnetometer: 32, 3333333333333030, 2

Euler Orientation: 2020, 3333333333333111, 3333333333332221
Linear Acceleration: 0, 0, 0
Magnetometer: 100, 3333333333333030, 0

Euler Orientation: 2030, 3333333333333110, 3333333333332300
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 101, 3333333333333030, 3333333333333333

Euler Orientation: 2033, 3333333333333103, 3333333333332320
Linear Acceleration: 0, 0, 1
Magnetometer: 103, 3333333333333031, 3333333333333323

Euler Orientation: 2112, 3333333333333101, 3333333333332332
Linear Acceleration: 0, 1, 1
Magnetometer: 112, 3333333333333032, 3333333333333320

Euler Orientation: 2121, 3333333333333103, 3333333333332330
Linear Acceleration: 0, 0, 1
Magnetometer: 113, 3333333333333032, 3333333333333321

Euler Orientation: 2212, 3333333333333100, 3333333333332320
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 113, 3333333333333033, 3333333333333331

Euler Orientation: 2222, 3333333333333100, 3333333333332322
Linear Acceleration: 0, 0, 3
Magnetometer: 130, 3333333333333102, 3333333333333331

Euler Orientation: 2302, 3333333333333102, 3333333333333001
Linear Acceleration: 0, 3333333333333333, 0
Magnetometer: 123, 3333333333333103, 3333333333333330

Euler Orientation: 2312, 3333333333333103, 3333333333333021
Linear Acceleration: 0, 0, 0
Magnetometer: 132, 3333333333333110, 3333333333333322

Euler Orientation: 2323, 3333333333333101, 3333333333333033
Linear Acceleration: 3333333333333333, 1, 0
Magnetometer: 133, 3333333333333111, 3333333333333312

Euler Orientation: 2333, 3333333333333032, 3333333333333022
Linear Acceleration: 3333333333333333, 0, 2
Magnetometer: 201, 3333333333333120, 3333333333333322

Euler Orientation: 2331, 3333333333333102, 3333333333333021
Linear Acceleration: 0, 3333333333333333, 1
Magnetometer: 201, 3333333333333120, 3333333333333323

Euler Orientation: 2332, 3333333333333111, 3333333333333103
Linear Acceleration: 0, 1, 0
Magnetometer: 200, 3333333333333113, 3333333333333320

Euler Orientation: 3001, 3333333333333120, 3333333333333120
Linear Acceleration: 0, 0, 0
Magnetometer: 200, 3333333333333120, 3333333333333301

Euler Orientation: 3011, 3333333333333120, 3333333333333113
Linear Acceleration: 0, 0, 1
Magnetometer: 201, 3333333333333121, 3333333333333302

Euler Orientation: 3012, 3333333333333123, 3333333333333131
Linear Acceleration: 0, 0, 0
Magnetometer: 202, 3333333333333121, 3333333333333301

Euler Orientation: 3013, 3333333333333131, 3333333333333133
Linear Acceleration: 0, 0, 0
Magnetometer: 200, 3333333333333123, 3333333333333231

Euler Orientation: 3022, 3333333333333131, 3333333333333133
Linear Acceleration: 0, 0, 0
Magnetometer: 201, 3333333333333122, 3333333333333231

Euler Orientation: 3030, 3333333333333132, 3333333333333202
Linear Acceleration: 0, 0, 0
Magnetometer: 201, 3333333333333130, 3333333333333223

Euler Orientation: 3031, 3333333333333200, 3333333333333203
Linear Acceleration: 0, 0, 0
Magnetometer: 201, 3333333333333130, 3333333333333222

Euler Orientation: 3031, 3333333333333201, 3333333333333203
Linear Acceleration: 0, 0, 0
Magnetometer: 200, 3333333333333130, 3333333333333220

Euler Orientation: 3032, 3333333333333133, 3333333333333202
Linear Acceleration: 0, 0, 0
Magnetometer: 202, 3333333333333131, 3333333333333222

Euler Orientation: 3033, 3333333333333132, 3333333333333201
Linear Acceleration: 0, 0, 0
Magnetometer: 202, 3333333333333130, 3333333333333222

Euler Orientation: 3032, 3333333333333133, 3333333333333201
Linear Acceleration: 0, 0, 0
Magnetometer: 201, 3333333333333130, 3333333333333223

Euler Orientation: 3033, 3333333333333132, 3333333333333201
Linear Acceleration: 0, 0, 0
Magnetometer: 202, 3333333333333130, 3333333333333223

Euler Orientation: 3100, 3333333333333123, 3333333333333200
Linear Acceleration: 0, 0, 3333333333333333
Magnetometer: 203, 3333333333333130, 3333333333333231

Euler Orientation: 3031, 3333333333333112, 3333333333333121
Linear Acceleration: 0, 0, 0
Magnetometer: 203, 3333333333333131, 3333333333333300

Euler Orientation: 3022, 3333333333333033, 3333333333333023
Linear Acceleration: 0, 0, 0
Magnetometer: 203, 3333333333333123, 3333333333333320

Euler Orientation: 3010, 3333333333333022, 3333333333332330
